,,Внеоборотные активы,Внеоборотные активы,Внеоборотные активы,Выручка,Выручка,Выручка,Дебиторская задолженность,Дебиторская задолженность,Дебиторская задолженность,Долгосрочные обязательства,Долгосрочные обязательства,Долгосрочные обязательства,Заёмные средства (долгосрочные),Заёмные средства (долгосрочные),Заёмные средства (долгосрочные),Заёмные средства (краткосрочные),Заёмные средства (краткосрочные),Заёмные средства (краткосрочные),Капитал и резервы,Капитал и резервы,Капитал и резервы,Краткосрочные обязательства,Краткосрочные обязательства,Краткосрочные обязательства,Кредиторская задолженность,Кредиторская задолженность,Кредиторская задолженность,Нематериальные активы,Нематериальные активы,Нематериальные активы,Оборотные активы,Оборотные активы,Оборотные активы,Основные средства,Основные средства,Основные средства,Прибыль (убыток) до налогообложения,Прибыль (убыток) до налогообложения,Прибыль (убыток) до налогообложения,Прибыль (убыток) от продажи,Прибыль (убыток) от продажи,Прибыль (убыток) от продажи,Себестоимость продаж,Себестоимость продаж,Себестоимость продаж,Уставный капитал,Уставный капитал,Уставный капитал,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ
2020,48,920415286.6242038,1189652866.242038,1527770700.636943,4362193630.573248,4407676433.121019,7267658598.726114,3477757961.783439,5710339490.44586,7466464968.152866,40570700.63694268,2781398089.171974,3068542038.21656,0.0,2385401910.828025,2433445222.929936,930119745.22293,1394196815.286624,354863694.2675159,1547777070.063694,1532891719.745223,1633794267.515924,4149229936.305732,5847914012.738853,8282163057.324841,3181334394.904459,4393400000.0,7860082165.605095,0.0,0.0,1273.885350318471,4817162420.382165,8972550955.414013,11456728662.42038,813531210.1910827,753043949.044586,852494267.5159235,45151592.3566879,83165605.0955414,150203184.7133758,404818471.3375796,201142038.2165605,684874522.2929935,3257802547.7707,3698812738.853503,5797979617.834394,624840.7643312102,624840.7643312102,624840.7643312102,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,30,Х,Н/Д,Х,Х,Х,Х,Х,20,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,10,Х,Х,Х,Х,Х,Х,100.0,,309.0,299.9090909090909,11.0,3702965.439490446,11.0,,,,,,
2020,49,2611089808.917197,2281171974.522293,2460121656.050956,14083424840.76433,13656620382.1656,12244978343.94904,3492317197.452229,3208249681.528662,3061780891.719745,1788605095.541401,920266242.0382164,434215923.566879,1464968152.866242,713375796.1783439,0.0,1243713375.796178,2063694267.515924,2993630573.248407,4278464331.210191,4444026114.649681,4583571974.522293,5063828025.477707,5393377070.063694,6724233121.019108,3486742675.159235,2807107006.369427,3162541401.273885,0.0,0.0,0.0,8519807643.312101,8476497452.229299,9281899363.057323,1408884713.375796,1572635668.789809,1478232484.076433,346446496.8152866,605138853.5031847,366785350.3184713,1443660509.55414,1270058598.726115,758647133.7579618,12128256050.95541,11762454140.12739,10797797452.2293,55203821.65605095,55203821.65605095,55203821.65605095,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,10.0,,18.0,8.23404255319149,29.0,12958986.87898089,47.0,,,,,,
2020,50,196035031.8471338,183100000.0,162196178.343949,763031210.1910827,768952229.299363,858737579.6178343,154388535.0318471,202286624.2038217,138274522.2929936,103945222.9299363,137820382.1656051,61981528.66242038,89167515.92356688,123964968.1528662,46639490.44585987,98006369.42675158,64821656.05095541,44343949.04458599,216778343.9490446,202682802.5477707,227181528.6624204,188696815.2866242,171029299.3630573,146607643.3121019,79150955.41401273,94717197.45222928,90667515.92356688,32484.07643312102,21656.05095541401,10191.08280254777,313385350.3184713,328432484.0764331,273574522.2929936,174301273.8853503,172356687.8980892,153161146.4968153,2203184.713375796,-15263694.26751592,32452866.24203822,29638216.56050955,14001273.88535032,47147770.70063694,613130573.2484076,632285350.3184713,649022292.9936305,42985350.31847133,42985350.31847133,42985350.31847133,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,,0.0,0.0,0.0,0.0,0.0,,,,,,
2020,51,8291453503.184713,14221838853.50318,9958890445.859873,37709838216.56051,44164615923.56688,49110786624.20382,4391261146.496815,5936829299.363057,452845859.8726115,340215286.6242038,401248407.6433121,299536305.732484,52356050.95541401,0.0,3537579.617834395,14459680891.71974,8908224840.76433,12218601273.88535,17879956050.95541,25348849681.52866,29835991082.80255,17241600000.0,13151957324.84076,17909272611.46497,2396838853.503185,3892785350.318471,5338248407.643312,5090445.859872611,5676433.121019108,21517834.39490446,27170317834.39491,24680216560.50955,38085909554.14013,7036003821.656051,8479464331.210191,8802056687.898088,19496719108.28025,23690064331.21019,30578936305.73248,16144429936.30573,22302004458.59872,29224504458.59872,16002068789.80892,16389705732.48408,18562091719.74522,698089.1719745223,698089.1719745223,698089.1719745223,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,,42.0,24.0,3.0,2033315.541401274,4.0,,,,,,
2020,52,840291082.8025477,975639490.4458598,0.0,3348075796.178344,3025222292.99363,0.0,880207643.3121018,935019108.2802548,0.0,331686624.2038217,652022929.9363058,0.0,265605095.5414013,573248407.6433121,0.0,517197.4522292993,17562420.3821656,0.0,1543850318.471338,1207076433.121019,0.0,613991082.8025477,942568152.866242,0.0,498300000.0,767166242.0382165,0.0,639490.4458598726,567515.923566879,0.0,1649236942.675159,1826028025.477707,0.0,646170700.6369426,653066242.0382166,0.0,364514649.6815286,229512101.910828,0.0,347985350.3184713,320576433.1210191,0.0,2517436942.675159,2154569426.751592,0.0,17694267.51592357,17694267.51592357,0.0,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,10,Х,Х,10,Х,Х,Н/Д,Н/Д,Х,Х,30.0,,12.0,8.0,1.0,382340.9936305732,2.0,,,,,,
2020,53,1504151592.356688,2281870063.694268,1901012101.910828,3205135668.789809,3287504458.598726,4770340127.388535,6093263694.267516,9392371337.579617,10214115286.6242,11146857961.78344,10873599363.05732,10615998726.11465,6861596815.286624,8041848407.643311,4318382802.547771,444916560.5095541,154823566.8789809,4162259872.611465,-96750955.41401272,-773212738.8535031,-1198700000.0,2391110828.025477,7437226114.649681,8571458598.726114,1817073885.350318,7201723566.878981,4068375796.178344,1589171.974522293,10191.08280254777,19745.2229299363,11937066242.03822,15255742675.15924,16087745222.92994,1164329299.363057,1206921656.050955,1411301273.88535,16259872.61146497,-743938853.5031847,-516469426.7515923,-139442675.1592357,-263392993.6305732,-274538853.5031847,3322677707.006369,3534251592.356688,5039119745.22293,47770.70063694267,47770.70063694267,47770.70063694267,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,50.0,,0.0,0.0,0.0,0.0,0.0,,,,,,
2020,54,1739491082.802548,1923671974.522293,2416661146.496815,6036913375.796178,9086391082.802547,5943995541.401274,11475241401.27389,10101540764.33121,9048068789.808916,24304089171.97452,20016920382.1656,20522205095.5414,0.0,1557905095.541401,533526114.6496815,276670063.6942675,270754140.1273885,2736580254.77707,2338770700.636942,2579862420.382165,818845859.8726114,13381850955.41401,22440700000.0,29346238853.50319,12563975159.23567,21534689171.97452,25985433121.01911,9554.140127388537,7006.369426751592,4458.598726114649,38285219745.22293,43113810828.02548,48270628662.42038,1723471337.579618,1891177070.063694,2101450955.414013,-323219108.2802548,84240127.38853502,-2158080891.719745,-276784076.433121,137593630.5732484,-1939611464.968153,6313697452.2293,8948797452.2293,7883607006.369427,212101.9108280254,210191.0828025477,271337.5796178344,Х,Х,100,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,140.0,,165.0,53.83516483516483,87.0,201788436.1719746,91.0,,,,,,
2020,55,3096178.343949045,4801910.828025478,3705095.541401274,160638216.5605096,168372611.4649681,158581528.6624204,2819108.280254777,2920382.165605095,2218471.337579618,0.0,0.0,0.0,0.0,0.0,0.0,12947133.75796178,14877070.06369427,10021019.10828026,20377070.06369427,21130573.24840764,21222929.93630573,20362420.3821656,24678343.94904459,20349044.58598726,7415286.624203822,9801273.88535032,10328025.47770701,0.0,0.0,0.0,37643312.10191083,41007006.36942675,37866878.98089172,3096178.343949045,4801910.828025478,3705095.541401274,4807643.312101911,994904.458598726,147770.7006369427,3449681.52866242,2596815.286624204,1453503.184713376,142605732.4840764,151129936.3057325,143437579.6178344,318471.3375796178,318471.3375796178,318471.3375796178,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,,5.0,1.814814814814815,0.0,0.0,54.0,,,,,,
2020,56,80092993.63057324,77145859.87261146,241369426.7515924,765136942.6751592,851426114.6496814,698034394.9044585,59908917.19745223,91730573.24840765,141789808.9171974,8091719.74522293,7397452.229299363,34654777.0700637,0.0,0.0,27650318.47133758,0.0,0.0,3821.656050955414,307433121.0191083,348704458.5987261,376443312.1019108,34722292.99363057,41585987.26114649,57029936.30573248,29817197.4522293,36717834.39490446,52191082.80254777,0.0,0.0,0.0,270154140.1273885,320542038.2165605,226758598.7261146,79805095.54140127,76449044.58598725,69447770.70063694,42640764.33121019,88263694.26751591,35001273.88535032,36381528.66242038,72141401.27388535,49529299.36305732,660556050.9554139,705921656.0509554,564246496.8152866,6369426.751592357,6369426.751592357,6369426.751592357,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,,4.0,4.0,0.0,0.0,1.0,,,,,,
2020,57,21570757961.78344,0.0,0.0,17251113375.79618,0.0,0.0,34581621019.10828,0.0,0.0,28175557324.84076,0.0,0.0,7061373248.407643,0.0,0.0,3714518471.337579,0.0,0.0,20085537579.61783,0.0,0.0,15875549044.58599,0.0,0.0,8152236942.675159,0.0,0.0,1906927388.535032,0.0,0.0,42565885987.26115,0.0,0.0,15343462420.38217,0.0,0.0,1991435031.847134,0.0,0.0,1664888535.031847,0.0,0.0,12923192356.6879,0.0,0.0,9613091082.802547,0.0,0.0,Х,100,100,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,10,Х,Н/Д,Н/Д,10,Х,240.0,,0.0,0.0,0.0,0.0,0.0,,,,,,
2020,58,97452.22929936304,97452.22929936304,97452.22929936304,9188535.031847134,11654140.12738854,16410191.08280255,1952866.242038216,526751.5923566879,561783.4394904459,0.0,0.0,0.0,0.0,0.0,0.0,1018471.337579618,991082.8025477708,1073248.407643312,-354140.127388535,-350318.4713375796,-349681.5286624203,2605732.484076433,1036942.675159236,1116560.50955414,1587261.146496815,45859.87261146497,43312.10191082802,0.0,0.0,0.0,2154140.127388535,589171.974522293,669426.7515923567,97452.22929936304,97452.22929936304,97452.22929936304,16560.50955414013,1273.885350318471,1273.885350318471,28025.47770700637,16560.50955414013,18471.33757961784,9160509.554140126,11637579.6178344,16391719.74522293,0.0,0.0,0.0,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,20,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,30.0,,0.0,0.0,0.0,0.0,0.0,,,,,,
2020,59,55407006.36942675,53457961.78343949,75166242.03821656,1547823566.878981,1732917197.452229,1798047133.757962,92878980.89171974,97156050.955414,131816560.5095541,1210828.025477707,1187261.146496815,34596178.34394904,0.0,0.0,0.0,9554140.127388537,16942675.15923567,955414.0127388536,368954140.1273885,405101273.8853503,407057961.7834395,151180254.77707,197831210.1910828,188688535.0318471,141626114.6496815,180888535.0318471,187733121.0191083,0.0,10828.02547770701,9554.140127388537,465938216.5605096,550661783.4394904,555176433.1210191,55239490.44585987,53294904.45859873,74985350.31847133,46047770.70063694,46177070.06369427,7723566.878980892,58451592.3566879,47388535.03184713,18222292.99363057,1359746496.815287,1549323566.878981,1641109554.140127,4837579.617834395,4837579.617834395,4837579.617834395,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,,14.0,3.886178861788618,34.0,57049638.01273884,123.0,,,,,,
2020,60,10623975159.23567,18702292993.63057,0.0,4734052866.242038,11048553503.18471,0.0,16466516560.50955,16587425477.70701,0.0,55870895541.40127,30421182165.60509,0.0,23894282165.60509,0.0,0.0,3934987261.146497,25986301273.88535,0.0,-4840192993.630573,-6678336942.675159,0.0,10851614012.73885,43890962420.38216,0.0,3296994267.515924,14697361783.43949,0.0,126072611.4649681,114457324.8407643,0.0,51258341401.27388,48931514649.68153,0.0,3622735031.847134,3003247770.700637,0.0,-5606705732.484076,-1615869426.751592,0.0,171298726.1146497,-62069426.75159235,0.0,4562754140.127388,11110622929.93631,0.0,3594981528.66242,3594981528.66242,0.0,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,30,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Н/Д,Н/Д,Х,Х,80.0,,28.0,27.5,2.0,2163419.006369426,2.0,,,,,,
2020,61,7275798726.11465,9080473885.35032,10922077707.00637,12214873885.35032,11273680891.71975,13208016560.50955,24475507006.36943,20653443949.04458,22391403184.71337,57382840764.33121,72370382802.54778,82673901273.88535,2734606369.426752,2721175159.235669,3221526114.649682,2319666242.038217,630374522.2929937,1235153503.184713,-493960509.5541401,836486624.2038217,496070700.6369427,19773519745.22293,5660543312.101911,15239265605.09554,17222014012.73885,4776484076.433121,13012299363.05732,5732.484076433121,11464.96815286624,11464.96815286624,69386601273.88535,69786938853.50319,87487159872.61147,6016845222.929936,7067836305.732484,7850396178.343948,-1155410828.025478,-2769759235.66879,1442675.159235669,-606871337.5796179,-389991719.7452229,518734394.9044586,12821745222.92994,11663672611.46497,12689282165.6051,94267.51592356688,195541.4012738853,195541.4012738853,Х,Х,100,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,150.0,,28.0,17.22222222222222,7.0,16429598.98089172,9.0,,,,,,
2020,62,67644582802.54777,63754485350.31847,65098678980.89172,62122787898.08917,66416063057.32484,52078571337.57961,34866007006.36942,40721343312.10191,37011705095.5414,63328505095.5414,63803973248.40764,48277734394.90446,49709389808.9172,51685675159.23566,42198080891.71974,9782313375.79618,4054528662.420382,10882642038.21656,33116476433.12102,41219103184.71337,44468833757.96178,45259453503.18472,33984194904.4586,50219749681.52866,34457246496.81528,28600900636.94268,37995881528.66242,1216533757.961783,961551592.356688,2396407643.312102,74059852229.29936,75252785987.26114,77867638853.50319,31968417834.39491,31838231210.19108,32451718471.33758,994512101.910828,5344470063.694267,2008357961.78344,8723766242.038216,12864198726.11465,3324689808.917197,44965247770.70064,44321905095.5414,44414024840.76433,41469185987.26115,41469185987.26115,41469185987.26115,Х,100,100,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,10,Х,Х,Х,Х,Х,230.0,,0.0,0.0,0.0,0.0,0.0,,,,,,
2020,63,991451120382.1656,1031952103821.656,1056972298726.115,229545122292.9936,247818961783.4395,290899811464.9681,25701661146.49681,29077475159.23567,32462150318.47134,91277853503.18472,86916148407.64331,79561909554.14012,31875421019.10828,13092584076.43312,5220108917.197452,15287922929.93631,10115537579.61783,8717440127.388535,960806615286.624,1024324336305.732,1111498938216.56,57251327388.53503,61884838853.50318,64505902547.7707,36078073885.35032,44151449681.52866,48729707643.3121,1140656687.898089,1436743312.101911,3036342038.21656,117884675796.1783,141173219745.2229,198594451592.3567,897904918471.3375,929088679617.8344,958427224840.7644,41737423566.87898,38657700000.0,85661663694.26752,48889777707.00637,51394997452.22929,93126215286.6242,132264870700.6369,148150859872.6115,157698430573.2484,505173592356.6879,505173592356.6879,528844569426.7516,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,20.0,,7.0,7.0,2.0,3529581.401273885,2.0,,,,,,
2020,64,31233757.96178344,33285987.2611465,30187898.08917197,865177070.0636942,996782165.6050956,1135922292.99363,80284076.43312101,85114649.68152866,93255414.01273884,26359235.66878981,20859235.66878981,19858598.72611465,25364331.21019108,19852229.29936305,19852229.29936305,141740764.3312102,161921019.1082802,203035031.8471338,21903184.7133758,25084076.43312101,29436942.67515923,257808280.2547771,271774522.2929936,298159235.6687898,116067515.9235669,109853503.1847134,95124203.82165603,0.0,0.0,0.0,274836942.6751592,284431210.1910828,317266878.9808917,27207006.36942675,29259235.66878981,26157961.78343949,1273885.350318471,4160509.554140127,5994904.458598725,19101273.88535032,25612101.91082802,24754777.07006369,782280254.77707,904959872.611465,1035463057.324841,2547.770700636942,2547.770700636942,2547.770700636942,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,10.0,,5.0,5.0,0.0,0.0,1.0,,,,,,
2020,65,13072707643.3121,15859784713.3758,18354231847.13376,30167512101.91083,32035396178.34395,29163844585.98726,28025656687.89809,29147207643.3121,30750058598.72611,50005219745.22293,54297519745.22293,62765397452.22929,7003870700.636943,4304835031.847134,5469090445.859873,2141914649.681529,2702829299.363057,4322284713.375796,14371432484.07643,17766032484.07643,18793737579.61783,38370459235.66879,38110189808.9172,49018508280.25478,34722536305.73248,33890682165.60509,43131494904.4586,894904.4585987261,1017834.394904458,23578343.94904459,89674403821.65605,94313957324.84076,112223411464.9682,9896368152.86624,10802671337.57962,12559147770.70064,371792356.6878981,734959235.6687897,624743312.1019108,1569165605.095541,1930197452.2293,1681571974.522293,28564594904.4586,30072605095.5414,27449539490.44585,7033442675.159235,7033442675.159235,10110287261.1465,Х,100,100,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,10,Х,Х,Х,Х,Х,220.0,,6.0,4.0,1.0,620850.9554140127,4.0,,,,,,
2020,66,3283740127.388535,3276993630.573248,3776824840.764331,7494203821.656051,5061815923.566878,3214170063.694268,862215286.6242038,2468635031.847134,1664439490.44586,3996200000.0,7777691082.802547,10315212101.91083,394719108.2802548,302129299.3630573,1865590445.859873,1243208917.197452,2264719108.280255,2195603821.656051,-481129299.3630573,-325438216.5605096,-1446223566.878981,15783834394.90446,7508454140.127388,5546697452.2293,14507554777.07006,5180887898.089171,3036427388.535032,0.0,11464.96815286624,31210.19108280255,16015164968.15287,11683713375.79618,10638861146.49682,2543677707.006369,2461070700.636942,2842620382.165605,28626114.64968153,-416985987.2611465,-1310971974.522293,373401910.8280255,1503184.713375796,-625052229.299363,7120801910.828025,5060312738.853503,3839222292.99363,389171.974522293,389171.974522293,511464.9681528662,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,Х,Х,Х,Х,Х,Х,Х,Х,20,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,70.0,,78.0,22.85714285714286,2.0,1413409.222929936,7.0,,,,,,
2020,67,21729659872.61147,26891764968.15286,28934403184.71337,56552270063.69427,68402854777.07006,74563149681.52866,88955444585.98726,88672594267.51591,90285916560.50957,216635228025.4777,248172191082.8025,301299969426.7516,0.0,0.0,0.0,610768789.8089172,1056050.955414013,0.0,34396227388.53503,39250301273.88535,41494833121.0191,34984745859.87261,36599000636.94267,61455794267.51592,29449612738.8535,30766964968.15286,53482090445.85987,34394.90445859872,48407.64331210191,83439.49044585988,264286541401.2738,297129728025.4777,375316193630.5733,12935380891.71975,13951541401.27389,16721170063.69427,7179273248.407643,5304856687.898089,4095157961.783439,5172497452.2293,3318340764.33121,807826751.5923567,51379772611.46497,65084514012.73885,73755322929.93631,8973045222.929935,10781616560.50955,10781616560.50955,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,20.0,,0.0,0.0,0.0,0.0,0.0,,,,,,
2020,68,717812738.8535031,1333913375.796178,1674792993.630573,1126387898.089172,1282410191.082802,1602512101.910828,1064077070.063694,655640127.388535,813161146.4968152,326010191.0828025,749245222.9299363,594417197.4522293,318471337.5796178,348407643.3121019,0.0,580026114.6496814,989711464.9681528,1414621656.050955,29092993.63057325,-57988535.03184713,-43211464.96815287,4345984076.433121,5059392356.687898,5576157961.78344,3746635668.789809,4044473885.350318,4133846496.815287,2761146.496815287,2028662.420382166,1552229.299363057,3983274522.292994,4416735668.789808,4452570700.636943,712140764.3312101,1310336942.675159,1612022929.936306,12820382.16560509,-106723566.8789809,22285987.2611465,147757961.7834395,-33959235.6687898,173674522.2929936,877761783.4394904,1215271337.579618,1318856050.955414,21398726.11464968,21398726.11464968,21398726.11464968,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,10.0,,73.0,68.0909090909091,22.0,12635071.33757962,22.0,,,,,,
2020,69,3936942.675159236,3427388.535031847,754140.127388535,0.0,0.0,0.0,18840764.33121019,46459872.61146497,16482802.5477707,122377070.0636943,122313375.7961783,335668.7898089172,122038216.5605096,121977707.0063694,0.0,107028662.4203822,107982802.5477707,51592.35668789809,146682802.5477707,147968789.8089172,149491719.7452229,321026114.6496815,346928025.477707,3161783.439490446,213997452.2292994,238945222.9299363,3110191.082802548,0.0,0.0,0.0,586149044.5859872,613782802.5477706,152235668.7898089,3178343.949044586,2671974.522292993,0.0,1463694.267515924,1661783.439490446,1907006.369426752,-129299.3630573248,-170700.6369426752,-108917.1974522293,0.0,0.0,0.0,19108280.25477707,19108280.25477707,19108280.25477707,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,10,Х,Х,30.0,,0.0,0.0,0.0,0.0,0.0,,,,,,
